"Dataset","Site","Leaf ID","Family","Genus","Species","Individual ID","Vein density (mm-1)"
"Temperate (Colorado, USA)","Almont campground","071010-5","Rosaceae","Rosa","acicularis",2,15.32296123
"Temperate (Colorado, USA)","Almont campground","071010-6","Rosaceae","Rosa","acicularis",2,14.0593756
"Temperate (Colorado, USA)","Almont campground","071010-7","Rosaceae","Rosa","acicularis",3,13.8408473
"Temperate (Colorado, USA)","Almont campground","071010-8","Rosaceae","Rosa","acicularis",3,12.8123512
"Temperate (Colorado, USA)","Almont campground","071010-9","Rosaceae","Rosa","acicularis",3,13.73017188
"Temperate (Colorado, USA)","Almont campground","071010-10","Rosaceae","Prunus","virginiana",1,10.42683029
"Temperate (Colorado, USA)","Almont campground","071010-11","Rosaceae","Prunus","virginiana",1,11.6691747
"Temperate (Colorado, USA)","Almont campground","071010-12","Rosaceae","Prunus","virginiana",1,9.270063962
"Temperate (Colorado, USA)","Almont campground","071010-13","Rosaceae","Prunus","virginiana",2,8.483167169
"Temperate (Colorado, USA)","Almont campground","071010-14","Rosaceae","Prunus","virginiana",2,9.254083109
"Temperate (Colorado, USA)","Almont campground","071010-15","Rosaceae","Prunus","virginiana",2,10.68310555
"Temperate (Colorado, USA)","Almont campground","071010-16","Rosaceae","Prunus","virginiana",3,9.331124767
"Temperate (Colorado, USA)","Almont campground","071010-17","Rosaceae","Prunus","virginiana",3,10.4469911
"Temperate (Colorado, USA)","Almont campground","071010-18","Rosaceae","Prunus","virginiana",3,8.513905612
"Temperate (Colorado, USA)","Almont campground","071010-19","Rosaceae","Prunus","emarginata",1,9.159798495
"Temperate (Colorado, USA)","Almont campground","071010-20","Rosaceae","Prunus","emarginata",1,9.052043527
"Temperate (Colorado, USA)","Almont campground","071010-21","Rosaceae","Prunus","emarginata",1,9.204233239
"Temperate (Colorado, USA)","Almont campground","071010-22","Rosaceae","Prunus","emarginata",2,8.988487064
"Temperate (Colorado, USA)","Almont campground","071010-23","Rosaceae","Prunus","emarginata",2,9.127065735
"Temperate (Colorado, USA)","Almont campground","071010-24","Rosaceae","Prunus","emarginata",2,8.969485534
"Temperate (Colorado, USA)","Almont campground","071010-25","Rosaceae","Prunus","emarginata",3,9.471443574
"Temperate (Colorado, USA)","Almont campground","071010-26","Rosaceae","Prunus","emarginata",3,9.985020619
"Temperate (Colorado, USA)","Almont campground","071010-27","Rosaceae","Prunus","emarginata",3,8.276158586
"Temperate (Colorado, USA)","Almont campground","071010-28","Salicaceae","Populus","angustifolia",1,11.73849057
"Temperate (Colorado, USA)","Almont campground","071010-29","Salicaceae","Populus","angustifolia",1,10.79596479
"Temperate (Colorado, USA)","Almont campground","071010-30","Salicaceae","Populus","angustifolia",1,10.34619691
"Temperate (Colorado, USA)","Almont campground","071010-31","Salicaceae","Populus","angustifolia",2,11.09674631
"Temperate (Colorado, USA)","Almont campground","071010-32","Salicaceae","Populus","angustifolia",2,10.84417774
"Temperate (Colorado, USA)","Almont campground","071010-33","Salicaceae","Populus","angustifolia",2,10.07407629
"Temperate (Colorado, USA)","Almont campground","071010-34","Salicaceae","Populus","angustifolia",3,13.03839321
"Temperate (Colorado, USA)","Almont campground","071010-35","Salicaceae","Populus","angustifolia",3,13.75166483
"Temperate (Colorado, USA)","Almont campground","071010-36","Salicaceae","Populus","angustifolia",3,12.32551504
"Temperate (Colorado, USA)","Almont campground","071010-55","Malvaceae","Sphaeralcea","coccinea",1,20.69261516
"Temperate (Colorado, USA)","Almont campground","071010-56","Malvaceae","Sphaeralcea","coccinea",1,15.59939743
"Temperate (Colorado, USA)","Almont campground","071010-57","Malvaceae","Sphaeralcea","coccinea",1,16.9760808
"Temperate (Colorado, USA)","Almont campground","071010-58","Malvaceae","Sphaeralcea","coccinea",2,17.95775608
"Temperate (Colorado, USA)","Almont campground","071010-59","Malvaceae","Sphaeralcea","coccinea",2,23.67314378
"Temperate (Colorado, USA)","Almont campground","071010-60","Malvaceae","Sphaeralcea","coccinea",2,18.17048891
"Temperate (Colorado, USA)","Almont campground","071010-61","Malvaceae","Sphaeralcea","coccinea",3,26.37293227
"Temperate (Colorado, USA)","Almont campground","071010-63","Malvaceae","Sphaeralcea","coccinea",3,19.31473166
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9536.3._","Clusiaceae","Hypericum","irazuense",3,3.345723816
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9537.1._","Escalloniaceae","Escallonia","myrtilloides",1,5.781899496
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9539.1._","Garryaceae","Garrya","laurifolia",1,3.721976525
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9539.2._","Garryaceae","Garrya","laurifolia",2,3.978391511
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9539.3._","Garryaceae","Garrya","laurifolia",3,4.376440603
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9540.1._","Ericaceae","Vaccinium","consanguineum",1,3.501957752
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9540.2._","Ericaceae","Vaccinium","consanguineum",2,4.847805951
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9540.3._","Ericaceae","Vaccinium","consanguineum",3,3.720774161
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9542.1._","Myrsinaceae","Myrsine","dependens",1,5.045445376
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9542.3._","Myrsinaceae","Myrsine","dependens",3,5.770914114
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9543.1._","Fagaceae","Quercus","costaricensis",1,10.68170839
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9544.2._","Melastomataceae","Miconia","schnellii",1,6.812726034
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9547.2._","Ericaceae","Comarostaphylis","arbutoides",1,7.829557175
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9547.3._","Ericaceae","Comarostaphylis","arbutoides",2,9.808943552
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9549.1._","Araliaceae","Schefflera","rodriguesiana",1,3.566939777
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9549.2._","Araliaceae","Schefflera","rodriguesiana",2,5.687631074
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9551.1._","Clethraceae","Clethra","gelida",1,5.108703012
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9551.2._","Clethraceae","Clethra","gelida",2,5.856165985
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9552.1._","Cunoniaceae","Weinmannia","pinnata",1,6.34593038
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9552.2._","Cunoniaceae","Weinmannia","pinnata",2,5.484007554
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9552.3._","Cunoniaceae","Weinmannia","pinnata",3,8.656471537
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9553.1._","Rhamnaceae","Rhamnus","oreodendron",1,10.20535137
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9553.2._","Rhamnaceae","Rhamnus","oreodendron",2,7.499218144
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9553.3._","Rhamnaceae","Rhamnus","oreodendron",3,8.279438248
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9554.2._","Araliaceae","Oreopanax","xalapensis",1,4.002604173
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9556.1._","Melastomataceae","Miconia","talamancensis",1,8.164524379
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9556.3._","Melastomataceae","Miconia","talamancensis",3,7.001800423
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9559.2._","Celastraceae","Maytenus","woodsonii",1,3.940584882
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9559.3._","Celastraceae","Maytenus","woodsonii",2,5.576341545
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9561.1._","Ericaceae","Macleania","rupestris",1,3.147478466
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9561.3._","Ericaceae","Macleania","rupestris",2,3.853964638
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9562.2._","Asteraceae","Diplostephium","costaricense",2,4.872284781
"Tropical (Savegre, Costa Rica)","Cerro de la Muerte","Cerro.9562.3._","Asteraceae","Diplostephium","costaricense",3,7.052018529
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.10._","Lauraceae","Nectandra","umbrosa",1,7.326055642
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.12._","Erythroxylaceae","Erythroxylum","macrophyllum",1,15.08817742
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.23._","Fabaceae","Clitoria","javitensis",1,12.44928559
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.3._","Meliaceae","Ruagea","glabra",1,5.976709785
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.34._","Lacistemataceae","Lacistema","aggregatum",1,3.977439698
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.37._","Erythroxylaceae","Erythroxylum","macrophyllum",1,5.327904582
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.7._","Apocynaceae","Aspidosperma","desmanthum",1,14.12548532
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.1.8._","Melastomataceae","Mouriri","gleasoniana",1,6.830594741
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.10.10._","Lauraceae","Ocotea","leucoxylon",1,5.342017768
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.2.15._","Fabaceae","Swartzia","ochnacea",1,7.36372975
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.2.4._","Lauraceae","Nectandra","umbrosa",1,7.444768631
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.2.6._","Annonaceae","Oxandra","venezuelana",1,5.855836417
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.2.8._","Apocynaceae","Aspidosperma","desmanthum",1,14.91696454
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.3.3._","Melastomataceae","Mouriri","gleasoniana",1,4.391226994
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.4.2._","Sapotaceae","Pouteria","chiricana",1,9.434972538
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.4.23._","Sapotaceae","Pouteria","chiricana",1,8.313579723
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.4.3._","Fabaceae","Machaerium","kegelii",1,4.951941319
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.4.6._","Bignoniaceae","Callichlamys","latifolia",1,6.556298523
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.4.9._","Meliaceae","Ruagea","glabra",1,5.536974975
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.5.25._","Fabaceae","Clitoria","javitensis",1,13.27425497
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.5.27._","Icacinaceae","Discophora","guianensis",1,7.261654728
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.5.29._","Sapotaceae","Pouteria","chiricana",1,8.539928815
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.5.9._","Boraginaceae","Cordia","sp.2",1,9.618281287
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.6.18._","Myrtaceae","Myrciaria","floribunda",1,5.546885138
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.6.2._","Lauraceae","Nectandra","umbrosa",1,7.302431743
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.6.4._","Myrtaceae","Eugenia","acapulcensis",1,9.320251466
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.6.7._","Bignoniaceae","Arrabidaea","sp.2",1,9.055185969
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.7.10._","Lacistemataceae","Lacistema","aggregatum",1,4.515966025
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.7.18._","Apocynaceae","Aspidosperma","desmanthum",1,11.31654652
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.7.22._","Connaraceae","Rourea","glabra",1,5.544090312
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.7.6._","Chrysobalanaceae","Licania","operculipetala",1,8.553784791
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.8.2._","Salicaceae","Tetrathylacium","johansenii",1,9.493605884
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.8.6._","Erythroxylaceae","Erythroxylum","macrophyllum",1,16.60302265
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.9.20._","Fabaceae","Machaerium","salvadorense",1,8.315856673
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.9.23._","Moraceae","Trophis","involucrata",1,5.62484088
"Tropical (Savegre, Costa Rica)","Parque Nacional Manuel Antonio","ManuelAntonio.9.25._","Rubiaceae","Faramea","occidentalis",1,7.278728463
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.1.2._","Myristicaceae","Compsoneura","excelsa",1,6.391764478
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.1.9._","Violaceae","Rinorea","hummelii",1,8.39350591
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.2.19._","Myristicaceae","Compsoneura","excelsa",1,4.505478386
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.2.24._","Myrtaceae","Eugenia","acapulcensis",1,5.064238328
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.2.3._","Vochysiaceae","Vochysia","megalophylla",1,8.428346748
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.2.31._","Clusiaceae","Garcinia","intermedia",1,5.420956757
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.2.6._","Fabaceae","Macrolobium","costaricense",1,10.43954854
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.2.7._","Burseraceae","Protium","sp.1",1,8.768128046
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.3.1._","Moraceae","Sorocea","hispidula",1,4.648861831
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.3.10._","Myristicaceae","Virola","guatemalensis",1,6.345974326
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.3.27._","Violaceae","Rinorea","crenata",1,7.249411005
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.3.4._","Clusiaceae","Tovomita","longifolia",1,5.095926432
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.3.6._","Burseraceae","Protium","glabrum",1,5.015075741
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.4.1._","Violaceae","Rinorea","crenata",1,7.171700919
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.4.18._","Salicaceae","Tetrathylacium","johansenii",1,7.322671497
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.4.4._","Sapotaceae","Chrysophyllum","sp.2",1,8.152226629
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.1._","Fabaceae","Inga","coruscans",1,9.2536149
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.14._","Myristicaceae","Compsoneura","excelsa",1,5.641812684
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.18._","Myrtaceae","Eugenia","acapulcensis",1,8.759706636
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.20._","Violaceae","Rinorea","crenata",1,6.205036076
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.26._","Violaceae","Rinorea","crenata",1,5.980592823
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.31._","Violaceae","Rinorea","crenata",1,6.271194609
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.33._","Violaceae","Rinorea","crenata",1,5.770871767
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.5.6._","Violaceae","Rinorea","squamata",1,8.509867854
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.6.10._","Violaceae","Rinorea","crenata",1,6.364693139
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.6.21._","Moraceae","Clarisia","biflora",1,7.312865656
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.7.13._","Violaceae","Rinorea","crenata",1,7.75403403
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.7.28._","Violaceae","Rinorea","squamata",1,7.961087202
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.7.32._","Lauraceae","Nectandra","umbrosa",1,6.050034651
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.7.8._","Salicaceae","Lunania","mexicana",1,6.556288231
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.8.15._","Fabaceae","Swartzia","ochnacea",1,8.803494269
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.8.16._","Moraceae","Pseudolmedia","glabrata",1,5.973756044
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.8.3._","Brassicaceae","Capparis","frondosa",1,5.349640412
"Tropical (Savegre, Costa Rica)","Cerro Nara","Nara.9.2._","Rubiaceae","Chione","venosa",1,6.430693116
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.1.13.5._","Myrtaceae","Myrcia","sp.2",1,5.627309059
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.1.16._","Rubiaceae","Faramea","sp.1",1,10.07458612
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.1.22._","Euphorbiaceae","Croton","megistocarpus",1,5.739807706
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.1.25._","Sapindaceae","Matayba","apetala",1,7.450887212
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.1.26._","Sapotaceae","Chrysophyllum","sp.2",1,6.1851226
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.10.16._","Sapotaceae","Pouteria","chiricana",1,4.106060762
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.10.19._","Lauraceae","Licaria","sp.1",1,4.58914442
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.2.11.1._","Icacinaceae","Discophora","guianensis",1,7.583796721
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.2.12._","Euphorbiaceae","Richeria","dressleri",1,4.256715111
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.2.22._","Rubiaceae","Coussarea","caroliana",1,2.663785341
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.2.5._","Annonaceae","Guatteria","diospyroides",1,10.91732447
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.2.6._","Myrsinaceae","Ardisia","dunlapiana",1,4.150568295
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.3.13.1._","Apocynaceae","Lacmellea","zamorae",1,5.021041668
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.3.4._","Vochysiaceae","Vochysia","allenii",1,4.233571527
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.3.5.1._","Euphorbiaceae","Richeria","dressleri",1,5.864836227
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.3.8._","Lauraceae","Ocotea","praetermissa",1,5.952931836
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.4.14._","Fabaceae","Entada","gigas",1,5.933427872
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.4.17._","Rubiaceae","unknown","sp.1",1,6.575233025
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.4.18._","Burseraceae","Protium","sp.3",1,9.780141652
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.4.2._","Apocynaceae","Lacmellea","zamorae",1,5.516153301
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.4.4._","Rubiaceae","Coussarea","loftonii",1,5.217181447
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.5.13._","Moraceae","Pseudolmedia","mollis",1,7.008500356
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.5.17._","Burseraceae","Protium","sp.4",1,9.247748251
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.5.23._","Lauraceae","Ocotea","meziana",1,5.401672067
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.6.1._","Moraceae","Brosimum","guianense",1,5.458734153
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.6.11._","Rubiaceae","Coussarea","loftonii",1,5.493098361
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.6.15._","Moraceae","Pseudolmedia","glabrata",1,6.449250682
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.7.14._","Sapotaceae","Chrysophyllum","sp.3",1,5.619378227
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.7.15._","Rubiaceae","Coussarea","caroliana",1,6.020498746
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.7.17._","Moraceae","Brosimum","guianense",1,6.702215922
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.7.22._","Fabaceae","Inga","thibaudiana",1,7.214343743
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.7.5._","Rubiaceae","Posoqueria","coriacea",1,5.701771468
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.7.8._","Fabaceae","Inga","latipes",1,11.28690431
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.8.28._","Euphorbiaceae","Hieronyma","oblonga",1,3.51569409
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.8.32._","Verbenaceae","Aegiphila","sp.1",1,5.326885927
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.9.3._","Dichapetalaceae","Dichapetalum","sp.1",1,8.931653687
"Tropical (Savegre, Costa Rica)","Ranchos Tinamu","Tinamu.9.5._","Myrsinaceae","Ardisia","dunlapiana",1,3.90842248
"Tropical (Savegre, Costa Rica)","SV-1","BB.7501","Rubiaceae","Palicourea","salicifolia",1,8.596596145
"Tropical (Savegre, Costa Rica)","SV-1","BB.7503","Magnoliaceae","Magnolia","sororum",1,6.092008852
"Tropical (Savegre, Costa Rica)","SV-1","BB.7506","Symplocaceae","Symplocos","retusa",1,3.87471641
"Tropical (Savegre, Costa Rica)","SV-1","BB.7509","Aquifoliaceae","Ilex","sp.2",1,4.563470222
"Tropical (Savegre, Costa Rica)","SV-1","BB.7510","Lauraceae","Nectandra","cufodontisii",1,3.788221886
"Tropical (Savegre, Costa Rica)","SV-1","BB.7511","Cornaceae","Cornus","disciflora",1,5.307849074
"Tropical (Savegre, Costa Rica)","SV-1","BB.7511","Cornaceae","Cornus","disciflora",1,4.305965916
"Tropical (Savegre, Costa Rica)","SV-1","BB.7513","Chloranthaceae","Hedyosmum","goudotianum",1,2.83248713
"Tropical (Savegre, Costa Rica)","SV-1","BB.7513","Chloranthaceae","Hedyosmum","goudotianum",2,3.693399109
"Tropical (Savegre, Costa Rica)","SV-1","BB.7515","Fagaceae","Quercus","seemannii",1,7.761357037
"Tropical (Savegre, Costa Rica)","SV-1","BB.7517","Melastomataceae","Miconia","sp.1",1,2.498520256
"Tropical (Savegre, Costa Rica)","SV-1","BB.7519","Aquifoliaceae","Ilex","sp.3",1,5.25175414
"Tropical (Savegre, Costa Rica)","SV-1","BB.7520","Ericaceae","Vaccinium","consanguineum",1,6.594028359
"Tropical (Savegre, Costa Rica)","SV-1","BB.7520","Ericaceae","Vaccinium","consanguineum",2,6.594028359
"Tropical (Savegre, Costa Rica)","SV-1","BB.7524","Cunoniaceae","Weinmannia","pinnata",1,8.57422338
"Tropical (Savegre, Costa Rica)","SV-1","BB.7524","Cunoniaceae","Weinmannia","pinnata",2,6.980613842
"Tropical (Savegre, Costa Rica)","SV-1","BB.7525","Caprifoliaceae","Viburnum","stellatotomentosum",1,7.289964262
"Tropical (Savegre, Costa Rica)","SV-1","BB.7526","Araliaceae","Dendropanax","querceti",1,5.746778512
"Tropical (Savegre, Costa Rica)","SV-1","BB.7527","Styracaceae","Styrax","argenteus",1,6.681200679
"Tropical (Savegre, Costa Rica)","SV-1","BB.7528","Juglandaceae","Alfaroa","costaricensis",1,12.04800627
"Tropical (Savegre, Costa Rica)","SV-1","BB.7528","Juglandaceae","Alfaroa","costaricensis",2,10.15832747
"Tropical (Savegre, Costa Rica)","SV-1","BB.7528","Juglandaceae","Alfaroa","costaricensis",3,12.04800627
"Tropical (Savegre, Costa Rica)","SV-1","BB.7530","Myrsinaceae","Myrsine","juergensenii",1,6.526955175
"Tropical (Savegre, Costa Rica)","SV-1","BB.7530","Myrsinaceae","Myrsine","juergensenii",2,4.389195133
"Tropical (Savegre, Costa Rica)","SV-1","BB.7530","Myrsinaceae","Myrsine","juergensenii",3,6.526955175
"Tropical (Savegre, Costa Rica)","SV-1","BB.7532","Myrsinaceae","Ardisia","glandulosomarginata",1,5.658756874
"Tropical (Savegre, Costa Rica)","SV-1","BB.7532","Myrsinaceae","Ardisia","glandulosomarginata",2,5.658756874
"Tropical (Savegre, Costa Rica)","SV-1","BB.7532","Myrsinaceae","Ardisia","glandulosomarginata",3,5.658756874
"Tropical (Savegre, Costa Rica)","SV-1","BB.7534","Brunelliaceae","Brunellia","costaricensis",1,8.895617408
"Tropical (Savegre, Costa Rica)","SV-1","BB.7538","Fagaceae","Quercus","rapurahuensis",1,8.284596941
"Tropical (Savegre, Costa Rica)","SV-1","BB.7541","Rutaceae","Zanthoxylum","melanostictum",1,10.7025972
"Tropical (Savegre, Costa Rica)","SV-1","BB.7542","Ericaceae","Satyria","warszewiczii",1,3.747268602
"Tropical (Savegre, Costa Rica)","SV-1","BB.7543","Meliaceae","Trichilia","havanensis",1,4.454955525
"Tropical (Savegre, Costa Rica)","SV-1","BB.7543","Meliaceae","Trichilia","havanensis",2,5.09589918
"Tropical (Savegre, Costa Rica)","SV-1","BB.7543","Meliaceae","Trichilia","havanensis",3,4.454955525
"Tropical (Savegre, Costa Rica)","SV-1","BB.7544","Asteraceae","Verbesina","oerstediana",1,3.198033989
"Tropical (Savegre, Costa Rica)","SV-1","BB.7547","Fagaceae","Quercus","copeyensis",1,10.24130174
"Tropical (Savegre, Costa Rica)","SV-1","BB.7547","Fagaceae","Quercus","copeyensis",2,10.24130174
